recnum;Objid;Metod;Startdag;Stoppdag;Mattid;Punkt1;Resultat1;Variation1;Enhet;Punkt2;Resultat2;Variation2;Punkt3;Resultat3;Variation3;Punkt4;Resultat4;Variation4;Punkt5;Resultat5;Variation5;Medelvarde;Variation;Fastighet;Adress1;LagenhetNr;Vaning1;Vaning2;Vaning3;Vaning4;Vaning5;Utford_av;Ort1;Postnummer1;Hustyp;Byggnadsar;Ombyggnad;Byggmaterial;Mark;Grund;Grundtat;Ventilation;Xkordinat;Ykordinat
5999;57263;SPÅRFILM MED FILTER (SSI-1);2006-02-15 00:00:00.000;2006-04-23 00:00:00.000;67 dygn;SOVRUM;21.0000;10;BQ/M3 RADONGAS;SOVRUM;57.0000;10;;;;;;;;;;39.0000;;BYSKE 58:26;NYCKELSTIGEN 8;;2 TRAPPOR UP;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1969;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7215488.000000000000000;1755055.000000000000000
6000;57264;SPÅRFILM MED FILTER (SSI-1);2006-01-18 00:00:00.000;2006-04-20 00:00:00.000;92 dygn;ANNAT BOUTRYMME;468.0000;60;BQ/M3 RADONGAS;SOVRUM;464.0000;50;;;;;;;;;;466.0000;;BYSKE 1:141;SÖDRA YTTERSTFORS 17;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1910;;OKÄNT;;KRYP-/TORPARGRU;;SJÄLVDRAG;7215327.000000000000000;1755627.000000000000000
6001;57265;SPÅRFILM MED FILTER (SSI-1);2006-01-02 00:00:00.000;2006-04-02 00:00:00.000;90 dygn;ANNAT BOUTRYMME;53.0000;10;BQ/M3 RADONGAS;ANNAT BOUTRYMME;58.0000;10;;;;;;;;;;55.0000;;KANK 1:64;KANKBERG 36;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BOLIDEN;936 91;VILLA;1795;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7210233.000000000000000;1711710.000000000000000
6002;57266;SPÅRFILM MED FILTER (SSI-1);2005-12-13 00:00:00.000;2006-03-24 00:00:00.000;101 dygn;SOVRUM;57.0000;10;BQ/M3 RADONGAS;ANNAT BOUTRYMME;184.0000;30;;;;;;;;;;120.0000;;BJURLIDEN 1:223;YTTERVÄGEN 52;;BOTTENPLAN;KÄLLARE;;;;GAMMADATA;BOLIDEN;936 31;VILLA;1932;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7204153.000000000000000;1716782.000000000000000
6003;55795;SPÅRFILM MED FILTER (SSI-1);2005-12-12 00:00:00.000;2006-04-03 00:00:00.000;112 dygn;ANNAT BOUTRYMME;100.0000;20;BQ/M3 RADONGAS;SOVRUM;107.0000;20;EJ BOUTRYMME;161.0000;20;;;;;;;103.0000;;RENSTRÖM 1:33;VILLAVÄGEN 6;;1 TRAPPA UPP;BOTTENPLAN;KÄLLARE;;;GAMMADATA;BOLIDEN;936 93;VILLA;1958;1987;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7208338.000000000000000;1703332.000000000000000
6004;57267;SPÅRFILM MED FILTER (SSI-1);2005-12-12 00:00:00.000;2006-03-12 00:00:00.000;90 dygn;ANNAT BOUTRYMME;165.0000;30;BQ/M3 RADONGAS;SOVRUM;221.0000;30;ANNAT BOUTRYMME;422.0000;50;;;;;;;269.0000;;OSTVIK 19:2;BYGATAN 21 OSTVIK;;1 TRAPPA UPP;BOTTENPLAN;KÄLLARE;;;GAMMADATA;KÅGE;934 91;VILLA;1962;;OKÄNT;;PLATTA PÅ MARK;;MEKANISK FRÅNLUFT;7208462.000000000000000;1748674.000000000000000
6005;65766;SPÅRFILM MED FILTER (SSI-1);2005-12-17 00:00:00.000;2006-03-13 00:00:00.000;86 dygn;ANNAT BOUTRYMME;46.0000;10;BQ/M3 RADONGAS;SOVRUM;44.0000;10;;;;;;;;;;45.0000;;BYSKE 44:3;BÅTVIK 208;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;;;;;;;N;;7218841.660000000000000;797184.190000000000000
6006;57268;SPÅRFILM MED FILTER (SSI-1);2005-12-26 00:00:00.000;2006-03-27 00:00:00.000;91 dygn;ANNAT BOUTRYMME;115.0000;20;BQ/M3 RADONGAS;SOVRUM;100.0000;20;;;;;;;;;;107.0000;;FURUSKOGEN 3:2;FURUÖGRUND 42;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1922;;OKÄNT;;KRYP-/TORPARGRU;;SJÄLVDRAG;7212289.000000000000000;1756185.000000000000000
6007;57269;SPÅRFILM MED FILTER (SSI-1);2005-12-27 00:00:00.000;2006-03-27 00:00:00.000;90 dygn;SOVRUM;34.0000;10;BQ/M3 RADONGAS;ANNAT BOUTRYMME;37.0000;10;;;;;;;;;;35.0000;;BYSKE 76:19;TJÄRHOLMSGATAN 1;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;BYSKE;930 47;VILLA;1985;;OKÄNT;;KRYP-/TORPARGRU;;VÄRMEÅTERVINNING;7216111.000000000000000;1755332.000000000000000
6008;57270;SPÅRFILM MED FILTER (SSI-1);2005-12-13 00:00:00.000;2006-03-13 00:00:00.000;90 dygn;ANNAT BOUTRYMME;205.0000;30;BQ/M3 RADONGAS;ANNAT BOUTRYMME;204.0000;30;;;;;;;;;;204.0000;;BYSKE 1:161;ROTEGATAN 12;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;BYSKE;930 47;VILLA;1974;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7216053.000000000000000;1755938.000000000000000
6009;57271;SPÅRFILM MED FILTER (SSI-1);2005-12-13 00:00:00.000;2006-03-13 00:00:00.000;90 dygn;SOVRUM;37.0000;10;BQ/M3 RADONGAS;ANNAT BOUTRYMME;45.0000;10;;;;;;;;;;41.0000;;MOSSAROTTRÄSK 15:13;STRANDVÄGEN 6;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;JÖRN;930 55;VILLA;1949;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7223660.000000000000000;1699283.000000000000000
6010;57272;SPÅRFILM MED FILTER (SSI-1);2005-12-12 00:00:00.000;2006-05-18 00:00:00.000;157 dygn;ANNAT BOUTRYMME;188.0000;30;BQ/M3 RADONGAS;SOVRUM;287.0000;40;;;;;;;;;;;;FÄLLFORS 4:61;POSTGATAN 4;;SOUTERRÄNG;KÄLLARE;;;;GAMMADATA;FÄLLFORS;930 52;VILLA;1982;;BLÅBETONG;;SOUTERRÄNG;;VÄRMEÅTERVINNING;7234101.000000000000000;1734059.000000000000000
6011;6580;SPÅRFILM MED FILTER (SSI-1);2005-12-25 00:00:00.000;2006-03-18 00:00:00.000;83 dygn;ANNAT BOUTRYMME;102.0000;20;BQ/M3 RADONGAS;SOVRUM;117.0000;20;;;;;;;;;;109.0000;;FORSHEDEN 1:94;FÄLLFORSVÄGEN 56;;BOTTENPLAN;KÄLLARE;;;;GAMMADATA;FÄLLFORS;930 52;VILLA;1961;;OKÄNT;;SOUTERRÄNG;;SJÄLVDRAG;7234114.000000000000000;1734237.000000000000000
6012;57273;SPÅRFILM MED FILTER (SSI-1);2005-12-23 00:00:00.000;2006-03-23 00:00:00.000;90 dygn;ANNAT BOUTRYMME;265.0000;30;BQ/M3 RADONGAS;ANNAT BOUTRYMME;224.0000;30;;;;;;;;;;244.0000;;HORNSTRÄSK 2:23;HORNSTRÄSK 32;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;JÖRN;930 55;VILLA;1929;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7217568.000000000000000;1701973.000000000000000
6013;57274;SPÅRFILM MED FILTER (SSI-1);2005-12-17 00:00:00.000;2006-03-05 00:00:00.000;78 dygn;ANNAT BOUTRYMME;92.0000;20;BQ/M3 RADONGAS;SOVRUM;99.0000;20;;;;;;;;;;95.0000;;OSTVIK 8:65;HÄGGBÄRSGATAN 24;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;KÅGE;934 91;VILLA;1977;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7207563.000000000000000;1748902.000000000000000
6014;57275;SPÅRFILM MED FILTER (SSI-1);2005-12-14 00:00:00.000;2006-04-09 00:00:00.000;116 dygn;ANNAT BOUTRYMME;44.0000;10;BQ/M3 RADONGAS;SOVRUM;37.0000;10;;;;;;;;;;40.0000;;DRÄNGS 14:29;NORRA DRÄNGSMARK 3;;1 TRAPPA UPP;2 TRAPPOR UP;;;;GAMMADATA;KÅGE;934 96;VILLA;1950;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7211437.000000000000000;1744909.000000000000000
6015;57276;SPÅRFILM MED FILTER (SSI-1);2005-12-19 00:00:00.000;2006-03-19 00:00:00.000;90 dygn;ANNAT BOUTRYMME;277.0000;40;BQ/M3 RADONGAS;SOVRUM;300.0000;40;;;;;;;;;;288.0000;;GAGS 5:45;GAGSMARK 29;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1981;;OKÄNT;;KRYP-/TORPARGRU;;;7234513.000000000000000;1753338.000000000000000
6016;57277;SPÅRFILM MED FILTER (SSI-1);2005-12-15 00:00:00.000;2006-03-26 00:00:00.000;101 dygn;ANNAT BOUTRYMME;589.0000;70;BQ/M3 RADONGAS;SOVRUM;469.0000;60;;;;;;;;;;529.0000;;OSTVIK 4:12;BYGATAN 36;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;KÅGE;934 91;VILLA;1900;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7208148.000000000000000;1748866.000000000000000
6017;57278;SPÅRFILM MED FILTER (SSI-1);2005-12-30 00:00:00.000;2006-04-13 00:00:00.000;104 dygn;ANNAT BOUTRYMME;46.0000;10;BQ/M3 RADONGAS;ANNAT BOUTRYMME;35.0000;10;;;;;;;;;;40.0000;;DRÄNGS 6:68;DRÄNGSMARK 183;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;KÅGE;934 96;VILLA;;;OKÄNT;;KRYP-/TORPARGRU;;SJÄLVDRAG;7213138.000000000000000;1741530.000000000000000
6018;57279;SPÅRFILM MED FILTER (SSI-1);2005-12-16 00:00:00.000;2006-05-15 00:00:00.000;150 dygn;ANNAT BOUTRYMME;130.0000;20;BQ/M3 RADONGAS;SOVRUM;54.0000;10;;;;;;;;;;92.0000;;BYSKE 1:42;SÖDRA YTTERSTFORS 14;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7215229.000000000000000;1755515.000000000000000
6019;57280;SPÅRFILM MED FILTER (SSI-1);2006-01-19 00:00:00.000;2006-03-18 00:00:00.000;58 dygn;ANNAT BOUTRYMME;135.0000;20;BQ/M3 RADONGAS;ANNAT BOUTRYMME;218.0000;30;;;;;;;;;;176.0000;;BJURLIDEN 1:449;TALLGATAN 6;;BOTTENPLAN;KÄLLARE;;;;GAMMADATA;BOLIDEN;936 31;VILLA;1969;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7203400.000000000000000;1716821.000000000000000
6020;57281;SPÅRFILM MED FILTER (SSI-1);2005-12-16 00:00:00.000;2006-03-17 00:00:00.000;91 dygn;SOVRUM;222.0000;30;BQ/M3 RADONGAS;ANNAT BOUTRYMME;263.0000;30;;;;;;;;;;242.0000;;BYSKE 1:171;ROTEGATAN 29;;1 TRAPPA UPP;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1974;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7216007.000000000000000;1755862.000000000000000
6021;57282;SPÅRFILM MED FILTER (SSI-1);2005-12-17 00:00:00.000;2006-03-24 00:00:00.000;97 dygn;ANNAT BOUTRYMME;286.0000;40;BQ/M3 RADONGAS;EJ BOUTRYMME;164.0000;20;;;;;;;;;;;;BYSKE 75:5;PARKVÄGEN 17 B;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;BYSKE;930 47;VILLA;1972;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7216249.000000000000000;1755420.000000000000000
6022;51576;SPÅRFILM MED FILTER (SSI-1);2005-12-15 00:00:00.000;2006-03-26 00:00:00.000;101 dygn;SOVRUM;131.0000;20;BQ/M3 RADONGAS;ANNAT BOUTRYMME;93.0000;20;;;;;;;;;;112.0000;;BYSKE 70:7;FABRIKSGATAN 10;;1 TRAPPA UPP;BOTTENPLAN;;;;GAMMADATA;BYSKE;930 47;VILLA;1958;;OKÄNT;;SOUTERRÄNG;N;MEKANISK FRÅNLUFT;7216086.000000000000000;1754812.000000000000000
6023;57283;SPÅRFILM MED FILTER (SSI-1);2006-01-25 00:00:00.000;2006-05-12 00:00:00.000;107 dygn;ANNAT BOUTRYMME;419.0000;50;BQ/M3 RADONGAS;SOVRUM;308.0000;40;;;;;;;;;;363.0000;;BYSKE 96:7;KYRKGATAN 18;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1936;2010;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7216647.000000000000000;1754452.000000000000000
6024;57284;SPÅRFILM MED FILTER (SSI-1);2005-12-16 00:00:00.000;2006-03-17 00:00:00.000;91 dygn;SOVRUM;18.0000;;BQ/M3 RADONGAS;ANNAT BOUTRYMME;21.0000;20;;;;;;;;;;19.0000;;OSTVIK 8:111;KÖRSBÄRSGATAN 15;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;KÅGE;934 91;VILLA;1992;;OKÄNT;;KRYP-/TORPARGRU;;VÄRMEÅTERVINNING;7207334.000000000000000;1748736.000000000000000
6025;57285;SPÅRFILM MED FILTER (SSI-1);2006-01-02 00:00:00.000;2006-03-31 00:00:00.000;88 dygn;ANNAT BOUTRYMME;69.0000;20;BQ/M3 RADONGAS;SOVRUM;74.0000;20;;;;;;;;;;71.0000;;OSTVIK 6:14;BYGATAN 50;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;KÅGE;934 91;VILLA;1910;;OKÄNT;;PLATTA PÅ MARK;;SJÄLVDRAG;7207988.000000000000000;1748945.000000000000000
6026;57286;SPÅRFILM MED FILTER (SSI-1);2005-12-28 00:00:00.000;2006-03-28 00:00:00.000;90 dygn;ANNAT BOUTRYMME;64.0000;20;BQ/M3 RADONGAS;SOVRUM;50.0000;20;;;;;;;;;;57.0000;;FROSTKÅGE 10:7;FROSTKÅGE 119;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;KÅGE;934 92;VILLA;1924;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7206172.000000000000000;1746675.000000000000000
6027;57287;SPÅRFILM MED FILTER (SSI-1);2005-12-25 00:00:00.000;2006-03-26 00:00:00.000;91 dygn;ANNAT BOUTRYMME;123.0000;20;BQ/M3 RADONGAS;ANNAT BOUTRYMME;121.0000;20;;;;;;;;;;122.0000;;BYSKE-SELET 2:25;SELET 36;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BYSKE;930 47;VILLA;1938;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7225205.000000000000000;1743759.000000000000000
6028;57288;SPÅRFILM MED FILTER (SSI-1);2006-02-28 00:00:00.000;2006-05-14 00:00:00.000;75 dygn;ANNAT BOUTRYMME;314.0000;40;BQ/M3 RADONGAS;;111.0000;20;;;;;;;;;;;;BYSKE-AVAN 1:78;NYCKELSTIGEN 6;;;;;;;GAMMADATA;BYSKE;930 47;VILLA;1971;;OKÄNT;;KRYP-/TORPARGRU;;SJÄLVDRAG;7226422.000000000000000;1766420.000000000000000
6029;57289;SPÅRFILM MED FILTER (SSI-1);2005-12-17 00:00:00.000;2006-03-19 00:00:00.000;92 dygn;SOVRUM;206.0000;30;BQ/M3 RADONGAS;ANNAT BOUTRYMME;72.0000;20;;;;;;;;;;139.0000;;BYSKE 2:24;MELLANGATAN 34 B;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;BYSKE;930 47;VILLA;1991;;OKÄNT;;KRYP-/TORPARGRU;;VÄRMEÅTERVINNING;7216952.000000000000000;1754417.000000000000000
6030;57290;SPÅRFILM MED FILTER (SSI-1);2005-12-18 00:00:00.000;2006-03-22 00:00:00.000;94 dygn;ANNAT BOUTRYMME;45.0000;10;BQ/M3 RADONGAS;SOVRUM;35.0000;10;EJ BOUTRYMME;80.0000;20;;;;;;;40.0000;;OSTVIK 2:32;OSTVIK 83;;BOTTENPLAN;1 TRAPPA UPP;SOUTERRÄNG;;;GAMMADATA;KÅGE;934 91;VILLA;1850;;OKÄNT;;KRYP-/TORPARGRU;;SJÄLVDRAG;7207658.000000000000000;1749367.000000000000000
6031;57291;SPÅRFILM MED FILTER (SSI-1);2006-01-03 00:00:00.000;2006-04-05 00:00:00.000;92 dygn;ANNAT BOUTRYMME;53.0000;20;BQ/M3 RADONGAS;EJ BOUTRYMME;186.0000;30;SOVRUM;65.0000;20;;;;;;;59.0000;;BJURLIDEN 1:94;RINGEN 10;;BOTTENPLAN;KÄLLARE;1 TRAPPA UPP;;;GAMMADATA;BOLIDEN;936 31;VILLA;1928;;OKÄNT;;KÄLLARE;;MEKANISK FRÅNLUFT;7204020.000000000000000;1716796.000000000000000
6032;57292;SPÅRFILM MED FILTER (SSI-1);2006-02-03 00:00:00.000;2006-05-10 00:00:00.000;96 dygn;ANNAT BOUTRYMME;150.0000;20;BQ/M3 RADONGAS;EJ BOUTRYMME;429.0000;50;;;;;;;;;;;;STRÖMFORS 1:39;STRÖMFORSVÄG 49;;BOTTENPLAN;KÄLLARE;;;;GAMMADATA;;936;VILLA;1927;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7205389.000000000000000;1717889.000000000000000
6033;57293;SPÅRFILM MED FILTER (SSI-1);2006-01-31 00:00:00.000;2006-04-05 00:00:00.000;64 dygn;SOVRUM;205.0000;30;BQ/M3 RADONGAS;SOVRUM;215.0000;30;;;;;;;;;;210.0000;;BYSKE 1:36;PATRONGATAN 18;;1 TRAPPA UPP;;;;;GAMMADATA;BYSKE;930 47;VILLA;1927;;OKÄNT;;KÄLLARE & KRYP/;;SJÄLVDRAG;7215999.000000000000000;1756136.000000000000000
6034;57294;SPÅRFILM MED FILTER (SSI-1);2005-12-28 00:00:00.000;2006-03-28 00:00:00.000;90 dygn;ANNAT BOUTRYMME;60.0000;20;BQ/M3 RADONGAS;SOVRUM;39.0000;10;;;;;;;;;;49.0000;;MOSSAROTTRÄSK 34:2;VILLAGATAN 9;;KÄLLARE;BOTTENPLAN;;;;GAMMADATA;JÖRN;930 55;VILLA;1965;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7223781.000000000000000;1699777.000000000000000
6035;57295;SPÅRFILM MED FILTER (SSI-1);2006-01-08 00:00:00.000;2006-03-12 00:00:00.000;63 dygn;ANNAT BOUTRYMME;21.0000;20;BQ/M3 RADONGAS;SOVRUM;27.0000;20;;;;;;;;;;24.0000;;STRÖMFORS 1:12;KLINTFORSVÄGEN 15;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;BOLIDEN;936 91;VILLA;1958;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7205472.000000000000000;1717581.000000000000000
6036;7397;SPÅRFILM MED FILTER (SSI-1);2006-02-14 00:00:00.000;2006-04-19 00:00:00.000;64 dygn;SOVRUM;313.0000;40;BQ/M3 RADONGAS;ANNAT BOUTRYMME;574.0000;70;;;;;;;;;;443.0000;;ÖSTANBÄCK 13:15;ÖSTANBÄCK 368;;BOTTENPLAN;1 TRAPPA UPP;;;;GAMMADATA;KÅGE;934 91;VILLA;1959;;OKÄNT;;KÄLLARE;;SJÄLVDRAG;7207172.000000000000000;1750297.000000000000000
6037;57296;SPÅRFILM MED FILTER (SSI-1);2006-01-15 00:00:00.000;2006-05-10 00:00:00.000;115 dygn;SOVRUM;220.0000;30;BQ/M3 RADONGAS;EJ BOUTRYMME;3096.0000;560;;;;;;;;;;;;OSTVIK 8:84;HÄGGBÄRSGATAN 10;;BOTTENPLAN;BOTTENPLAN;;;;GAMMADATA;KÅGE;934 91;VILLA;1978;;OKÄNT;;PLATTA PÅ MARK;;VÄRMEÅTERVINNING;7207621.000000000000000;1748868.000000000000000
